run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,6,1.0,1,0.05,0.1,547,236.0,0.43144424131627057,0.5685557586837294
1,pilot,14000,0.0979020979020979,6,1.0,2,0.1,0.2,1126,642.0,0.5701598579040853,0.4298401420959147
1,pilot,14000,0.0979020979020979,6,1.0,3,0.2,0.4,1277,908.0,0.7110415035238841,0.28895849647611593
1,pilot,14000,0.0979020979020979,6,1.0,4,0.4,1.01,1434,1258.0,0.8772663877266388,0.12273361227336121
1,pilot,14000,0.0979020979020979,7,0.25,0,0.0,0.05,224,177.0,0.7901785714285714,0.2098214285714286
1,pilot,14000,0.0979020979020979,7,0.25,1,0.05,0.1,547,471.0,0.8610603290676416,0.13893967093235837
1,pilot,14000,0.0979020979020979,7,0.25,2,0.1,0.2,1126,1018.0,0.9040852575488455,0.0959147424511545
1,pilot,14000,0.0979020979020979,7,0.25,3,0.2,0.4,1277,1232.0,0.9647611589663273,0.035238841033672696
1,pilot,14000,0.0979020979020979,7,0.25,4,0.4,1.01,1434,1432.0,0.99860529986053,0.001394700139469962
1,pilot,14000,0.0979020979020979,7,0.5,0,0.0,0.05,224,141.0,0.6294642857142857,0.3705357142857143
1,pilot,14000,0.0979020979020979,7,0.5,1,0.05,0.1,547,389.0,0.7111517367458866,0.2888482632541134
1,pilot,14000,0.0979020979020979,7,0.5,2,0.1,0.2,1126,897.0,0.7966252220248667,0.20337477797513326
1,pilot,14000,0.0979020979020979,7,0.5,3,0.2,0.4,1277,1164.0,0.9115113547376664,0.08848864526233358
1,pilot,14000,0.0979020979020979,7,0.5,4,0.4,1.01,1434,1418.0,0.9888423988842399,0.01115760111576014
1,pilot,14000,0.0979020979020979,7,0.75,0,0.0,0.05,224,116.0,0.5178571428571429,0.4821428571428571
1,pilot,14000,0.0979020979020979,7,0.75,1,0.05,0.1,547,322.0,0.5886654478976234,0.41133455210237657
1,pilot,14000,0.0979020979020979,7,0.75,2,0.1,0.2,1126,790.0,0.7015985790408525,0.29840142095914746
1,pilot,14000,0.0979020979020979,7,0.75,3,0.2,0.4,1277,1059.0,0.8292873923257635,0.17071260767423646
1,pilot,14000,0.0979020979020979,7,0.75,4,0.4,1.01,1434,1393.0,0.9714086471408647,0.028591352859135277
1,pilot,14000,0.0979020979020979,7,1.0,0,0.0,0.05,224,98.0,0.4375,0.5625
1,pilot,14000,0.0979020979020979,7,1.0,1,0.05,0.1,547,256.0,0.4680073126142596,0.5319926873857403
1,pilot,14000,0.0979020979020979,7,1.0,2,0.1,0.2,1126,690.0,0.6127886323268206,0.38721136767317943
1,pilot,14000,0.0979020979020979,7,1.0,3,0.2,0.4,1277,955.0,0.7478465152701644,0.25215348472983556
1,pilot,14000,0.0979020979020979,7,1.0,4,0.4,1.01,1434,1347.0,0.9393305439330544,0.060669456066945626
1,pilot,14000,0.0979020979020979,8,0.25,0,0.0,0.05,224,164.0,0.7321428571428571,0.2678571428571429
1,pilot,14000,0.0979020979020979,8,0.25,1,0.05,0.1,547,467.0,0.8537477148080439,0.1462522851919561
1,pilot,14000,0.0979020979020979,8,0.25,2,0.1,0.2,1126,1014.0,0.9005328596802842,0.09946714031971582
1,pilot,14000,0.0979020979020979,8,0.25,3,0.2,0.4,1277,1213.0,0.9498825371965545,0.050117462803445534
1,pilot,14000,0.0979020979020979,8,0.25,4,0.4,1.01,1434,1428.0,0.99581589958159,0.004184100418409997
