run_id,stage,step,progress,layer,alpha,top1_agreement,top1_damage,nll_damage,kl,activation_relative_magnitude,activation_absolute_rms,intact_update_rms,layer_parameter_l2,alpha_layer_parameter_l2_proxy,alpha_layer_parameter_l2_relative_model,baseline_nll,baseline_confidence
1,pilot,72000,0.5034965034965035,7,1.0,0.7337239583333334,0.2662760416666667,0.23418336444430876,0.22861914005544448,0.40809320078955763,0.5139187773068746,0.5139187773068746,292.74517209757363,292.74517209757363,0.24942363609972784,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,8,0.25,0.9288194444444445,0.07118055555555554,0.017540163464016434,0.013201481869651211,0.10268536789549722,0.15455040832360586,0.6182016332944235,383.9011724618346,95.97529311545865,0.08177250682930488,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,8,0.5,0.8559027777777777,0.14409722222222224,0.06354784965515137,0.05474308505654335,0.20537073579099444,0.30910081664721173,0.6182016332944235,383.9011724618346,191.9505862309173,0.16354501365860977,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,8,0.75,0.789279513888889,0.21072048611111108,0.15070909923977313,0.13412329223420885,0.3080560829904344,0.46365121006965637,0.6182016332944235,383.9011724618346,287.92587934637595,0.24531752048791466,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,8,1.0,0.7085503472222222,0.2914496527777778,0.2980763382381862,0.2698316441641913,0.41074147158198887,0.6182016332944235,0.6182016332944235,383.9011724618346,383.9011724618346,0.32709002731721953,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,9,0.25,0.929904513888889,0.07009548611111109,0.01078616248236767,0.015125901541776128,0.11880774713224836,0.2351086801952786,0.9404347207811145,352.5736469098529,88.14341172746323,0.07509961682296004,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,9,0.5,0.849609375,0.150390625,0.06332921981811523,0.0706930011510849,0.2376154942644967,0.4702173603905572,0.9404347207811145,352.5736469098529,176.28682345492646,0.15019923364592008,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,9,0.75,0.7630208333333334,0.23697916666666666,0.18697264459398064,0.19405356711811492,0.3564230799674988,0.7053257624308268,0.9404347207811145,352.5736469098529,264.4302351823897,0.22529885046888012,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,9,1.0,0.66796875,0.33203125,0.43409003151787645,0.4376919799380832,0.4752309885289934,0.9404347207811145,0.9404347207811145,352.5736469098529,352.5736469098529,0.30039846729184017,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,10,0.25,0.9281684027777778,0.07183159722222221,0.03259693251715771,0.024238376567761104,0.14027189380592772,0.32305095261997646,1.2922038104799058,502.55134341045476,125.63783585261369,0.1070454744839134,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,10,0.5,0.8472222222222223,0.15277777777777776,0.11138290829128694,0.09290563729074265,0.28054378761185544,0.6461019052399529,1.2922038104799058,502.55134341045476,251.27567170522738,0.2140909489678268,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,10,0.75,0.7775607638888888,0.22243923611111113,0.2526446713341608,0.22295686602592468,0.42081591818067765,0.9691539605458578,1.2922038104799058,502.55134341045476,376.91350755784106,0.3211364234517402,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,10,1.0,0.6918402777777778,0.3081597222222222,0.5040526919894748,0.4597821368111505,0.5610875752237109,1.2922038104799058,1.2922038104799058,502.55134341045476,502.55134341045476,0.4281818979356536,3.011972506841024,0.41848991976843936
1,pilot,143000,1.0,1,0.25,0.9286024305555557,0.07139756944444442,0.013293504714965673,0.01804809458553791,0.1271136932902866,0.05102905589673254,0.20411622358693016,101.1164287917993,25.279107197949823,0.016444460788187246,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,1,0.5,0.8582899305555555,0.14171006944444445,0.0806360244750975,0.07770294530524148,0.2542273865805732,0.10205811179346508,0.20411622358693016,101.1164287917993,50.55821439589965,0.03288892157637449,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,1,0.75,0.751953125,0.248046875,0.25713695420159227,0.2468618932697508,0.38134100039800006,0.15308712257279292,0.20411622358693016,101.1164287917993,75.83732159384947,0.04933338236456173,3.031189733081394,0.41071624888314145
