target_id,run_id,step,layer,match_class,delta_b_mean_block,delta_b_mean_noise,logit_delta_norm_mean_block,logit_delta_norm_mean_noise,abs_cosine_alignment_mean_block,abs_cosine_alignment_mean_noise,delta_boundary_difference,logit_norm_difference,absolute_cosine_difference_signed,absolute_log_norm_ratio,delta_b_standardized_difference,absolute_cosine_difference,pass_delta_b,pass_norm,pass_cosine,geometry_match,failure_reason
r5_s143000_l8,5,143000,8,A,-0.1224433034658432,-0.07477583736181259,377.48333740234375,462.0211181640625,0.002182614989578724,0.0019240877591073513,0.04766746610403061,84.53778076171875,-0.0002585272304713726,0.20208417196550688,0.36459578397743675,0.0002585272304713726,True,True,True,True,
r5_s143000_l9,5,143000,9,A,-0.1428900808095932,-0.06575563549995422,383.0960388183594,485.3167724609375,0.002010753145441413,0.0017554856603965163,0.07713444530963898,102.22073364257812,-0.0002552674850448966,0.23651610498766473,0.5899808791588894,0.0002552674850448966,False,False,True,False,delta_boundary;log_norm
r5_s72000_l1,5,72000,1,A,-0.2515600025653839,-0.3603777587413788,319.5752258300781,328.6590270996094,0.0028043310157954693,0.002639260608702898,-0.10881775617599487,9.08380126953125,-0.00016507040709257126,0.02802812683418221,0.8323181063802689,0.00016507040709257126,False,True,True,False,delta_boundary
r5_s72000_l10,5,72000,10,A,-0.20856009423732758,-0.0801493301987648,276.9195861816406,281.43072509765625,0.0023334650322794914,0.0022853310219943523,0.12841076403856277,4.511138916015625,-4.8134010285139084e-05,0.01615916383067706,0.9821798180672048,4.8134010285139084e-05,False,True,True,False,delta_boundary
r5_s72000_l2,5,72000,2,A,-0.24156782031059265,-0.3124302327632904,327.4373474121094,316.9330749511719,0.002669737907126546,0.0027336720377206802,-0.07086241245269775,-10.5042724609375,6.393413059413433e-05,0.03260609960171301,0.542007766184559,6.393413059413433e-05,False,True,True,False,delta_boundary
r5_s72000_l4,5,72000,4,A,-0.29125723242759705,-0.2139526605606079,298.7667541503906,328.2091369628906,0.002764410339295864,0.00259344931691885,0.07730457186698914,29.4423828125,-0.00017096102237701416,0.09398783537590027,0.5912821319969802,0.00017096102237701416,False,True,True,False,delta_boundary
r5_s72000_l6,5,72000,6,A,-0.17099931836128235,-0.11502381414175034,218.85430908203125,221.16912841796875,0.0027037973050028086,0.0023806679528206587,0.05597550421953201,2.3148193359375,-0.0003231293521821499,0.010521442691344696,0.42814176025032974,0.0003231293521821499,True,True,True,True,
r5_s72000_l8,5,72000,8,A,-0.1338890939950943,-0.09610072523355484,303.8009033203125,285.07464599609375,0.0023462255485355854,0.0024650683626532555,0.03778836876153946,-18.72625732421875,0.00011884281411767006,0.06362150181136617,0.2890331930749929,0.00011884281411767006,True,True,True,True,
r6_s14000_l1,6,14000,1,A,-0.12280607223510742,-0.30270707607269287,243.93112182617188,249.2528533935547,0.0030789992306381464,0.0029983879067003727,-0.17990100383758545,5.3217315673828125,-8.06113239377737e-05,0.021581958849491656,1.3760149824063366,8.06113239377737e-05,False,True,True,False,delta_boundary
r6_s14000_l2,6,14000,2,A,-0.14524586498737335,-0.2809726595878601,224.15838623046875,221.27777099609375,0.0029498478397727013,0.0030257084872573614,-0.13572679460048676,-2.880615234375,7.586064748466015e-05,0.012934088739146254,1.0381381921185164,7.586064748466015e-05,False,True,True,False,delta_boundary
r6_s14000_l3,6,14000,3,A,-0.2011260986328125,-0.2904719114303589,220.06982421875,222.16287231445312,0.0029948647134006023,0.003122937399893999,-0.08934581279754639,2.093048095703125,0.00012807268649339676,0.009465893140543358,0.683382384768052,0.00012807268649339676,False,True,True,False,delta_boundary
r6_s14000_l4,6,14000,4,A,-0.4335784316062927,-0.32792770862579346,319.8434143066406,347.40216064453125,0.003126616356894374,0.0029642502777278423,0.10565072298049927,27.558746337890625,-0.00016236607916653156,0.08265152751865656,0.8080943108826381,0.00016236607916653156,False,True,True,False,delta_boundary
r6_s14000_l5,6,14000,5,A,-0.1837562918663025,-0.11679141968488693,168.05010986328125,193.94085693359375,0.0031001337338238955,0.0025946011301130056,0.06696487218141556,25.8907470703125,-0.0005055326037108898,0.14329104349223964,0.5121965161447418,0.0005055326037108898,False,True,True,False,delta_boundary
r6_s14000_l8,6,14000,8,A,-0.07680092751979828,-0.04473098739981651,183.0416717529297,196.46640014648438,0.003135517705231905,0.002538242843002081,0.032069940119981766,13.424728393554688,-0.0005972748622298241,0.07077758365234388,0.24529445166302888,0.0005972748622298241,True,True,True,True,
r6_s14000_l9,6,14000,9,A,0.0329013392329216,-0.02479461394250393,188.74317932128906,186.13233947753906,0.0027429002802819014,0.00249593798071146,-0.05769595317542553,-2.61083984375,-0.00024696229957044125,0.013929328147398223,0.441301017226528,0.00024696229957044125,True,True,True,True,
r6_s143000_l1,6,143000,1,A,-0.1734483540058136,-0.30432581901550293,1002.111083984375,1134.5506591796875,0.001376946223899722,0.0011222418397665024,-0.13087746500968933,132.4395751953125,-0.0002547043841332197,0.12412781877262002,1.001046958444313,0.0002547043841332197,False,True,True,False,delta_boundary
r6_s143000_l2,6,143000,2,A,-0.2410481721162796,-0.34126338362693787,1088.9266357421875,992.9816284179688,0.0012068082578480244,0.0012932367390021682,-0.10021521151065826,-95.94500732421875,8.642848115414381e-05,0.09223558941476284,0.7665195277519388,8.642848115414381e-05,False,True,True,False,delta_boundary
r6_s143000_l3,6,143000,3,A,-0.2653537392616272,-0.38984736800193787,1287.649658203125,904.9114379882812,0.0010740325087681413,0.001585871446877718,-0.12449362874031067,-382.73822021484375,0.0005118389381095767,0.3527367848287071,0.9522186908720851,0.0005118389381095767,False,False,True,False,delta_boundary;log_norm
r6_s143000_l4,6,143000,4,A,-0.4673393964767456,-0.4131401777267456,1289.4661865234375,1738.69189453125,0.0017412842717021704,0.0015681034419685602,0.05419921875,449.2257080078125,-0.00017318082973361015,0.29890472190792305,0.4145554246159086,0.00017318082973361015,True,False,True,False,log_norm
r6_s143000_l5,6,143000,5,A,-0.3305935263633728,-0.14464880526065826,904.0645751953125,1107.2662353515625,0.0020719352178275585,0.0014221279416233301,0.18594472110271454,203.20166015625,-0.0006498072762042284,0.20274861488618345,1.4222417700775905,0.0006498072762042284,False,True,True,False,delta_boundary
r6_s143000_l8,6,143000,8,A,-0.1223958358168602,-0.0450303815305233,750.9489135742188,919.6739501953125,0.0015520419692620635,0.0013687695609405637,0.0773654542863369,168.72503662109375,-0.00018327240832149982,0.20268158035088657,0.5917478054473813,0.00018327240832149982,False,True,True,False,delta_boundary
r6_s143000_l9,6,143000,9,A,-0.1398112028837204,-0.0311143659055233,694.3571166992188,1037.773193359375,0.0015104868216440082,0.0011450975434854627,0.1086968369781971,343.41607666015625,-0.0003653892781585455,0.4018461308094565,0.8313932275620245,0.0003653892781585455,False,False,True,False,delta_boundary;log_norm
r6_s72000_l1,6,72000,1,A,-0.23293134570121765,-0.3643556833267212,298.00244140625,306.2093200683594,0.002937444718554616,0.00288964225910604,-0.13142433762550354,8.206878662109375,-4.7802459448575974e-05,0.027167241495813954,1.0052298417900194,4.7802459448575974e-05,False,True,True,False,delta_boundary
r6_s72000_l2,6,72000,2,A,-0.24401770532131195,-0.35933586955070496,268.8427734375,267.12481689453125,0.0029444892425090075,0.002950355876237154,-0.115318164229393,-1.71795654296875,5.866633728146553e-06,0.006410695189512872,0.8820380005577682,5.866633728146553e-06,False,True,True,False,delta_boundary
r6_s72000_l3,6,72000,3,A,-0.2529809772968292,-0.38485196232795715,292.22503662109375,278.7584228515625,0.0028946606907993555,0.003005902050063014,-0.13187098503112793,-13.46661376953125,0.00011124135926365852,0.04717863998630012,1.0086461291307334,0.00011124135926365852,False,True,True,False,delta_boundary
r6_s72000_l4,6,72000,4,A,-0.5701337456703186,-0.4842071235179901,450.2067565917969,463.0400085449219,0.002974563278257847,0.0030646654777228832,0.08592662215232849,12.833251953125,9.010219946503639e-05,0.028106525558841078,0.6572299039304745,9.010219946503639e-05,False,True,True,False,delta_boundary
r6_s72000_l5,6,72000,5,A,-0.19462013244628906,-0.11929868906736374,206.31304931640625,225.42581176757812,0.002990543143823743,0.0024541830644011497,0.07532144337892532,19.112762451171875,-0.0005363600794225931,0.08859643827809105,0.5761137090676884,0.0005363600794225931,False,True,True,False,delta_boundary
r6_s72000_l6,6,72000,6,A,-0.08575566858053207,-0.08486169576644897,182.7052001953125,186.3779296875,0.0029386423993855715,0.0023637188132852316,0.0008939728140830994,3.6727294921875,-0.0005749235861003399,0.01990256626982312,0.006837760544976453,0.0005749235861003399,True,True,True,True,
r6_s72000_l9,6,72000,9,A,-0.04195743054151535,-0.058200541883707047,279.3729248046875,262.905029296875,0.002434487221762538,0.0024366374127566814,-0.016243111342191696,-16.4678955078125,2.150190994143486e-06,0.06075467571961912,0.1242392432002677,2.150190994143486e-06,True,True,True,True,
r8_s14000_l1,8,14000,1,A,-0.08820358663797379,-0.22139930725097656,214.94346618652344,208.22996520996094,0.002968952525407076,0.003071865765377879,-0.13319572061300278,-6.7135009765625,0.00010291323997080326,0.03173197463659427,1.0187786796418592,0.00010291323997080326,False,True,True,False,delta_boundary
r8_s14000_l2,8,14000,2,A,-0.18830513954162598,-0.2825125455856323,228.96348571777344,231.47401428222656,0.003207374829798937,0.0030889371410012245,-0.09420740604400635,2.510528564453125,-0.00011843768879771233,0.010905078078542019,0.7205674198862205,0.00011843768879771233,False,True,True,False,delta_boundary
r8_s14000_l4,8,14000,4,A,-0.47837722301483154,-0.3784700036048889,327.4224853515625,371.72613525390625,0.003207695670425892,0.00300957472063601,0.09990721940994263,44.30364990234375,-0.0001981209497898817,0.1269060464827696,0.764163778000647,0.0001981209497898817,False,True,True,False,delta_boundary
r8_s14000_l6,8,14000,6,A,-0.16493436694145203,-0.052099138498306274,151.77667236328125,174.54051208496094,0.00317415245808661,0.002527430187910795,0.11283522844314575,22.763839721679688,-0.0006467222701758146,0.13974669598625766,0.8630466843930538,0.0006467222701758146,False,True,True,False,delta_boundary
r8_s14000_l9,8,14000,9,A,-0.0008443196420557797,-0.03140830993652344,177.70089721679688,183.63241577148438,0.0028923070058226585,0.0024587626103311777,-0.030563990294467658,5.9315185546875,-0.00043354439549148083,0.032834234890390945,0.2337758415471542,0.00043354439549148083,True,True,True,True,
r8_s143000_l1,8,143000,1,A,-0.1307779997587204,-0.28250911831855774,757.763671875,878.4872436523438,0.0016127340495586395,0.0013029805850237608,-0.15173111855983734,120.72357177734375,-0.00030975346453487873,0.1478298284207762,1.1605510140682633,0.00030975346453487873,False,True,True,False,delta_boundary
r8_s143000_l10,8,143000,10,A,-0.3653700053691864,-0.05516334995627403,1238.562255859375,1609.7025146484375,0.0008046464645303786,0.0008072804776020348,0.31020665541291237,371.1402587890625,2.634013071656227e-06,0.2620981525841932,2.3726882918101238,2.634013071656227e-06,False,False,True,False,delta_boundary;log_norm
r8_s143000_l2,8,143000,2,A,-0.1920844167470932,-0.325439453125,911.5735473632812,848.45458984375,0.0013839805033057928,0.001431928714737296,-0.1333550363779068,-63.11895751953125,4.7948211431503296e-05,0.07175571405418157,1.0199972436007316,4.7948211431503296e-05,False,True,True,False,delta_boundary
r8_s143000_l4,8,143000,4,A,-0.5765516757965088,-0.35400503873825073,849.7589721679688,1032.0198974609375,0.002206656616181135,0.0019670347683131695,0.22254663705825806,182.26092529296875,-0.0002396218478679657,0.19432047922336526,1.7022001008553036,0.0002396218478679657,False,True,True,False,delta_boundary
