target_id,run_id,step,layer,match_class,ds_block,ds_noise,corrected_residual_block,corrected_residual_noise,corrected_reversal_block,corrected_reversal_noise,intact_margin_mean_block,intact_margin_mean_noise,delta_b_mean_block,delta_b_mean_noise,logit_delta_norm_mean_block,logit_delta_norm_mean_noise,abs_cosine_alignment_mean_block,abs_cosine_alignment_mean_noise,stratum_0_flip_rate_block,stratum_0_flip_rate_noise,stratum_1_flip_rate_block,stratum_1_flip_rate_noise,stratum_2_flip_rate_block,stratum_2_flip_rate_noise,family_residual,delta_boundary_difference,log_norm_ratio,abs_cosine_difference,intact_margin,stratum_0_residual,stratum_1_residual,stratum_2_residual
r2_s143000_l4,2,143000,4,A,0.3532986111111111,0.3294994212962963,-0.0237991898148148,-0.0237991898148148,False,False,1.4242316484451294,1.4242316484451294,-0.1002705916762352,-0.1399468332529068,386.65570068359375,410.869140625,0.0021685552783310413,0.0019437350565567613,0.5875634517766497,0.5752961082910322,0.35422163588390504,0.3034300791556728,0.10883905013192612,0.10004397537379067,-0.023799189814814825,-0.0396762415766716,0.060740136429544886,-0.00022482022177428007,1.4242316484451294,-0.012267343485617532,-0.05079155672823221,-0.008795074758135443
r2_s143000_l6,2,143000,6,A,0.3487413194444444,0.3150318287037037,-0.0337094907407407,-0.0337094907407407,False,False,1.4242316484451294,1.4242316484451294,-0.1380479633808136,-0.12190528959035873,385.5957336425781,419.6067199707031,0.0021757851354777813,0.0018362902337685227,0.6027918781725888,0.5579526226734348,0.35686015831134565,0.2816622691292876,0.07651715039577836,0.09586631486367635,-0.0337094907407407,0.016142673790454865,0.08452839310645148,-0.00033949490170925856,1.4242316484451294,-0.04483925549915402,-0.07519788918205805,0.019349164467897986
r2_s143000_l9,2,143000,9,A,0.3311631944444444,0.314453125,-0.0167100694444444,-0.0167100694444444,False,False,1.4242316484451294,1.4242316484451294,-0.1391703337430954,-0.07351769506931305,376.1910400390625,442.2201843261719,0.0019903848879039288,0.0017427467973902822,0.5691624365482234,0.5628172588832487,0.3344327176781003,0.28891820580474936,0.08047493403693931,0.08179419525065963,-0.01671006944444442,0.06565263867378235,0.1617108130554133,-0.0002476380905136466,1.4242316484451294,-0.006345177664974666,-0.04551451187335093,0.0013192612137203213
r2_s72000_l1,2,72000,1,A,0.4835069444444444,0.4826388888888889,-0.0008680555555555,-0.0008680555555555,False,False,1.4135878086090088,1.4135878086090088,-0.2332109808921814,-0.383475661277771,328.1930236816406,328.2709655761719,0.0029280693270266056,0.002821458736434579,0.6938906752411576,0.6769560557341908,0.5138339920948617,0.5068072024593764,0.24039087947882737,0.26188925081433223,-0.0008680555555555247,-0.1502646803855896,0.00023745977288299722,-0.00010661059059202671,1.4135878086090088,-0.01693461950696673,-0.007026789635485309,0.021498371335504862
r2_s72000_l10,2,72000,10,A,0.3708767361111111,0.3959780092592592,0.0251012731481481,0.0251012731481481,True,True,1.4135878086090088,1.4135878086090088,-0.2941177785396576,-0.1284400224685669,308.5693054199219,315.219482421875,0.00258578616194427,0.0024826989974826574,0.5832797427652733,0.6387995712754555,0.3702239789196311,0.4007465963987703,0.1563517915309446,0.14527687296416938,0.025101273148148084,0.1656777560710907,0.021322694772013286,-0.0001030871644616127,1.4135878086090088,0.05551982851018222,0.030522617479139202,-0.011074918566775227
r2_s72000_l2,2,72000,2,A,0.5021701388888888,0.4822048611111111,-0.0199652777777777,-0.0199652777777777,False,False,1.4135878086090088,1.4135878086090088,-0.2679746448993683,-0.3706510663032532,332.80755615234375,325.78167724609375,0.0029132862109690905,0.0029246811755001545,0.7254019292604501,0.6707395498392283,0.5421607378129117,0.49363197189284147,0.23648208469055373,0.2799131378935939,-0.019965277777777735,-0.10267642140388489,-0.021336958156735496,1.1394964531064034e-05,1.4135878086090088,-0.05466237942122176,-0.04852876592007027,0.043431053203040165
r2_s72000_l3,2,72000,3,A,0.4963107638888889,0.447265625,-0.0490451388888888,-0.0490451388888888,False,False,1.4135878086090088,1.4135878086090088,-0.27796471118927,-0.2402031570672989,322.07769775390625,341.6459655761719,0.002957214368507266,0.0027852754574269056,0.7003215434083602,0.645016077170418,0.5395256916996047,0.4475186649099693,0.2469055374592834,0.2466883821932682,-0.049045138888888895,0.03776155412197113,0.05898219870203309,-0.0001719389110803604,1.4135878086090088,-0.05530546623794219,-0.09200702678963546,-0.00021715526601520652
r2_s72000_l7,2,72000,7,A,0.3435329861111111,0.3028067129629629,-0.0407262731481481,-0.0407262731481481,False,False,1.4135878086090088,1.4135878086090088,-0.06012217327952385,-0.0994105190038681,248.90245056152344,243.94598388671875,0.002689171116799116,0.0024270762223750353,0.6006430868167203,0.5461950696677385,0.3425559947299078,0.25999121651295565,0.08403908794788274,0.09858849077090119,-0.040726273148148195,-0.039288345724344254,-0.020114231619530375,-0.00026209489442408085,1.4135878086090088,-0.05444801714898184,-0.08256477821695213,0.014549402823018448
r2_s72000_l9,2,72000,9,A,0.3415798611111111,0.306568287037037,-0.035011574074074,-0.035011574074074,False,False,1.4135878086090088,1.4135878086090088,-0.14128834009170532,-0.09441863000392914,256.517333984375,248.06246948242188,0.0025608332362025976,0.002405712381005287,0.5832797427652733,0.5601286173633441,0.3530961791831357,0.2683355292050944,0.08534201954397394,0.08751357220412595,-0.035011574074074125,0.046869710087776184,-0.03351563369439635,-0.00015512085519731045,1.4135878086090088,-0.023151125401929207,-0.08476064997804128,0.0021715526601520097
r3_s14000_l1,3,14000,1,A,0.4357638888888889,0.439453125,0.0036892361111111,0.0036892361111111,True,True,1.331377625465393,1.331377625465393,-0.13027064502239227,-0.30420783162117004,262.5986633300781,254.40570068359375,0.0030882200226187706,0.0030261671636253595,0.6703511053315995,0.6625487646293888,0.46423927178153446,0.47139141742522755,0.1716710182767624,0.18342036553524804,0.003689236111111105,-0.17393718659877777,-0.03169663215658435,-6.205285899341106e-05,1.331377625465393,-0.007802340702210642,0.0071521456436930975,0.011749347258485643
r3_s14000_l10,3,14000,10,A,0.2981770833333333,0.292896412037037,-0.0052806712962962,-0.0052806712962962,False,False,1.331377625465393,1.331377625465393,-0.02731916680932045,-0.054846543818712234,193.91615295410156,214.6875762939453,0.0030259257182478905,0.0024760349187999964,0.546814044213264,0.5502817511920243,0.2958387516254877,0.28261811876896403,0.050913838120104436,0.044821583986074845,-0.005280671296296335,-0.027527377009391785,0.10175797341877164,-0.0005498907994478941,1.331377625465393,0.00346770697876031,-0.01322063285652364,-0.006092254134029591
r3_s14000_l2,3,14000,2,A,0.3962673611111111,0.378761574074074,-0.017505787037037,-0.017505787037037,False,False,1.331377625465393,1.331377625465393,-0.1384056955575943,-0.2859249413013458,232.927734375,223.54547119140625,0.0030851541087031364,0.0030623641796410084,0.6319895968790638,0.6070654529692241,0.42522756827048114,0.37819679237104464,0.13054830287206268,0.15013054830287206,-0.01750578703703709,-0.14751924574375153,-0.041113408680141454,-2.2789929062128067e-05,1.331377625465393,-0.024924143909839658,-0.047030775899436494,0.019582245430809386
r3_s14000_l3,3,14000,3,A,0.5718315972222222,0.5467303240740741,-0.0251012731481481,-0.0251012731481481,False,False,1.331377625465393,1.331377625465393,-0.45295843482017517,-0.39087924361228943,323.9674072265625,348.6658020019531,0.0031602978706359863,0.0030145247001200914,0.7386215864759428,0.7182488079757261,0.581924577373212,0.5652362375379281,0.39425587467362927,0.35596170583115755,-0.02510127314814814,0.06207919120788574,0.0734709602831973,-0.0001457731705158949,1.331377625465393,-0.02037277850021668,-0.01668833983528395,-0.03829416884247172
r3_s14000_l4,3,14000,4,A,0.3693576388888889,0.3427372685185185,-0.0266203703703703,-0.0266203703703703,False,False,1.331377625465393,1.331377625465393,-0.21555964648723602,-0.1496906578540802,203.00558471679688,233.7720947265625,0.0032105492427945137,0.002761304145678878,0.6124837451235371,0.5784568703944517,0.37451235370611186,0.33008235804074554,0.12010443864229765,0.11879895561357702,-0.026620370370370405,0.06586898863315582,0.14111319701262362,-0.00044924509711563587,1.331377625465393,-0.03402687472908539,-0.04442999566536632,-0.0013054830287206332
r3_s14000_l5,3,14000,5,A,0.2894965277777778,0.275318287037037,-0.0141782407407407,-0.0141782407407407,False,False,1.331377625465393,1.331377625465393,-0.15285450220108032,-0.0824531614780426,172.6040496826172,194.06849670410156,0.0031927742529660463,0.002669691573828459,0.5156046814044213,0.5101863892501084,0.2808842652795839,0.25227568270481143,0.07114882506527415,0.06266318537859007,-0.01417824074074081,0.07040134072303772,0.11721093134766102,-0.0005230826791375875,1.331377625465393,-0.005418292154312887,-0.028608582574772445,-0.008485639686684074
r3_s14000_l8,3,14000,8,A,0.2543402777777778,0.2414641203703703,-0.0128761574074074,-0.0128761574074074,False,False,1.331377625465393,1.331377625465393,-0.00805536936968565,-0.02056913450360298,186.74179077148438,179.86631774902344,0.0025459518656134605,0.0024271325673907995,0.5032509752925878,0.4885132206328565,0.2308192457737321,0.2045947117468574,0.028067885117493474,0.030461270670147953,-0.012876157407407496,-0.012513765133917332,-0.03751296886578392,-0.00011881929822266102,1.331377625465393,-0.014737754659731261,-0.02622453402687472,0.002393385552654479
r3_s14000_l9,3,14000,9,A,0.2805989583333333,0.2541956018518518,-0.0264033564814814,-0.0264033564814814,False,False,1.331377625465393,1.331377625465393,-0.0308074951171875,-0.03988291695713997,172.16793823242188,186.25607299804688,0.0029012556187808514,0.0024990758392959833,0.5260078023407022,0.5108365843086259,0.26007802340702213,0.21218032076289553,0.05483028720626632,0.038729329852045254,-0.02640335648148151,-0.009075421839952469,0.07865207789719152,-0.00040217977948486805,1.331377625465393,-0.015171218032076328,-0.0478977026441266,-0.016100957354221068
r3_s143000_l1,3,143000,1,A,0.4637586805555556,0.4680989583333333,0.0043402777777777,0.0043402777777777,True,True,1.3997396230697632,1.3997396230697632,-0.2272135466337204,-0.30164027214050293,928.075927734375,1066.407958984375,0.0013488222612068057,0.001125818700529635,0.6630925507900677,0.663280662151994,0.44298245614035087,0.4656432748538012,0.24250681198910082,0.23478655767484105,0.004340277777777735,-0.07442672550678253,0.1389376841318344,-0.00022300356067717075,1.3997396230697632,0.00018811136192631306,0.022660818713450326,-0.007720254314259767
r3_s143000_l10,3,143000,10,A,0.4837239583333333,0.5070891203703703,0.023365162037037,0.023365162037037,True,True,1.3997396230697632,1.3997396230697632,-0.4423285722732544,-0.05701135843992233,1433.0538330078125,2286.59326171875,0.0007656016969121993,0.0006044576875865459,0.6693002257336343,0.7106847253574116,0.5153508771929824,0.5314327485380117,0.23024523160762944,0.23864668483197093,0.023365162037037035,0.38531721383333206,0.4672553364759671,-0.00016114400932565331,1.3997396230697632,0.041384499623777216,0.016081871345029253,0.008401453224341493
r3_s143000_l2,3,143000,2,A,0.5010850694444444,0.4841579861111111,-0.0169270833333333,-0.0169270833333333,False,False,1.3997396230697632,1.3997396230697632,-0.2807888388633728,-0.35143589973449707,1023.234130859375,949.8297119140625,0.0013078898191452026,0.0013922527432441711,0.690744920993228,0.6655379984951091,0.5153508771929824,0.47368421052631576,0.25885558583106266,0.2749772933696639,-0.016927083333333315,-0.07064706087112427,-0.07444088877530004,8.43629240989685e-05,1.3997396230697632,-0.025206922498118955,-0.041666666666666685,0.01612170753860126
r3_s143000_l3,3,143000,3,A,0.6540798611111112,0.6167534722222222,-0.0373263888888889,-0.0373263888888889,False,False,1.3997396230697632,1.3997396230697632,-0.43798828125,-0.32082340121269226,1044.52197265625,1143.4716796875,0.0018399275140836835,0.0018661328358575702,0.7827313769751693,0.7509405568096313,0.6447368421052632,0.615009746588694,0.5074931880108992,0.4564032697547684,-0.03732638888888895,0.11716488003730774,0.09050962950778257,2.620532177388668e-05,1.3997396230697632,-0.031790820165537914,-0.029727095516569157,-0.05108991825613074
r3_s143000_l4,3,143000,4,A,0.4164496527777778,0.3783998842592592,-0.0380497685185185,-0.0380497685185185,False,False,1.3997396230697632,1.3997396230697632,-0.2232259064912796,-0.14694100618362427,596.969970703125,700.3130493164062,0.0019430009415373206,0.001717205042950809,0.6202031602708804,0.5837095560571859,0.402046783625731,0.35233918128654973,0.18392370572207084,0.15485921889191645,-0.0380497685185186,0.07628490030765533,0.15966063658476454,-0.0002257958985865116,1.3997396230697632,-0.03649360421369452,-0.049707602339181256,-0.02906448683015439
r3_s143000_l5,3,143000,5,A,0.3773871527777778,0.3452690972222222,-0.0321180555555555,-0.0321180555555555,False,False,1.3997396230697632,1.3997396230697632,-0.2432725727558136,-0.13661928474903107,506.3499450683594,675.2772216796875,0.0020747589878737926,0.001669364981353283,0.5863431151241535,0.5410082768999247,0.3435672514619883,0.32383040935672514,0.1566757493188011,0.12897366030881016,-0.03211805555555558,0.10665328800678253,0.2878952840508174,-0.0004053940065205097,1.3997396230697632,-0.04533483822422879,-0.019736842105263164,-0.027702089009990938
r3_s143000_l8,3,143000,8,A,0.3513454861111111,0.3539496527777778,0.0026041666666666,0.0026041666666666,True,True,1.3997396230697632,1.3997396230697632,-0.0255262590944767,-0.0627848282456398,556.3225708007812,717.8114624023438,0.001678609405644238,0.00149042927660048,0.5699774266365688,0.5803235515425131,0.3260233918128655,0.32821637426900585,0.11103542234332425,0.10467756584922798,0.002604166666666685,-0.0372585691511631,0.2548586580511376,-0.00018818012904375792,1.3997396230697632,0.010346124905944332,0.0021929824561403577,-0.006357856494096273
r3_s72000_l1,3,72000,1,A,0.4557291666666667,0.4665798611111111,0.0108506944444444,0.0108506944444444,True,True,1.4385579824447632,1.4385579824447632,-0.2291845977306366,-0.3513473868370056,303.7366027832031,310.3426513671875,0.002895989688113332,0.002883704612031579,0.6664499349804941,0.6777199826614652,0.4752925877763329,0.48526224534026874,0.2245430809399478,0.23585726718885988,0.01085069444444442,-0.12216278910636902,0.02151612642748331,-1.2285076081752777e-05,1.4385579824447632,0.011270047680971063,0.009969657563935863,0.01131418624891209
r3_s72000_l10,3,72000,10,A,0.3634982638888889,0.3720341435185185,0.0085358796296296,0.0085358796296296,True,True,1.4385579824447632,1.4385579824447632,-0.20883505046367645,-0.08797537535429001,286.358154296875,300.47222900390625,0.002589101204648614,0.002438812982290983,0.6085825747724317,0.6163849154746424,0.37256176853055917,0.3814477676636324,0.10835509138381201,0.11727589208006962,0.008535879629629595,0.12085967510938644,0.04811201863139931,-0.00015028822235763073,1.4385579824447632,0.007802340702210642,0.008885999133073252,0.008920800696257614
r3_s72000_l2,3,72000,2,A,0.4646267361111111,0.4600694444444444,-0.0045572916666666,-0.0045572916666666,False,False,1.4385579824447632,1.4385579824447632,-0.28040698170661926,-0.38209202885627747,305.7991943359375,301.38824462890625,0.0030126587953418493,0.002960300538688898,0.6794538361508452,0.6625487646293888,0.4798439531859558,0.46532293021239707,0.23368146214099217,0.2515230635335074,-0.004557291666666685,-0.1016850471496582,-0.014529376007028121,-5.235825665295124e-05,1.4385579824447632,-0.016905071521456372,-0.014521022973558728,0.017841601392515227
r3_s72000_l3,3,72000,3,A,0.6501736111111112,0.6176938657407407,-0.0324797453703704,-0.0324797453703704,False,False,1.4385579824447632,1.4385579824447632,-0.4885263442993164,-0.3944467604160309,431.5286560058594,460.3079528808594,0.0030320980586111546,0.0029446363914757967,0.7847854356306893,0.759211096662332,0.6638491547464239,0.6332899869960988,0.5013054830287206,0.4599651871192341,-0.03247974537037046,0.09407958388328552,0.06456180974838223,-8.746166713535786e-05,1.4385579824447632,-0.025574338968357258,-0.030559167750325078,-0.04134029590948646
r3_s72000_l4,3,72000,4,A,0.3645833333333333,0.3315972222222222,-0.0329861111111111,-0.0329861111111111,False,False,1.4385579824447632,1.4385579824447632,-0.2309008687734604,-0.14077667891979218,225.33038330078125,254.72637939453125,0.003010283689945936,0.0024893346708267927,0.6235370611183355,0.5752058951018639,0.36280884265279584,0.3105765062852189,0.10639686684073107,0.10813751087902523,-0.032986111111111105,0.09012418985366821,0.12262225164724248,-0.0005209490191191435,1.4385579824447632,-0.04833116601647158,-0.05223233636757696,0.001740644038294159
r3_s72000_l5,3,72000,5,A,0.3042534722222222,0.2647569444444444,-0.0394965277777777,-0.0394965277777777,False,False,1.4385579824447632,1.4385579824447632,-0.1752997487783432,-0.10101503133773804,196.55560302734375,208.72189331054688,0.002964322455227375,0.0023944575805217028,0.5474642392717816,0.5036844386649328,0.29908972691807545,0.22670134373645426,0.06527415143603134,0.06309834638816363,-0.03949652777777779,0.07428471744060516,0.06005735350011684,-0.0005698648747056723,1.4385579824447632,-0.04377980060684872,-0.07238838318162119,-0.0021758050478677127
r3_s72000_l6,3,72000,6,A,0.35546875,0.3174189814814814,-0.0380497685185185,-0.0380497685185185,False,False,1.4385579824447632,1.4385579824447632,-0.19543923437595367,-0.12021635472774506,227.29920959472656,255.8514862060547,0.003130517201498151,0.0024464712478220463,0.5949284785435631,0.5517988729952319,0.3550065019505852,0.29757260511486777,0.11553524804177545,0.10204525674499565,-0.0380497685185186,0.07522287964820862,0.11832989064374817,-0.0006840459536761045,1.4385579824447632,-0.04312960554833123,-0.057433896835717424,-0.013489991296779802
r3_s72000_l8,3,72000,8,A,0.3422309027777778,0.3174189814814814,-0.0248119212962963,-0.0248119212962963,False,False,1.4385579824447632,1.4385579824447632,-0.0677221491932869,-0.07468491792678833,259.9051208496094,255.56817626953125,0.0026275189593434334,0.002386664040386677,0.6001300390117035,0.5643693107932379,0.33745123537061117,0.30039011703511054,0.0881201044386423,0.0865970409051349,-0.02481192129629639,-0.006962768733501434,-0.01682743584278023,-0.0002408549189567566,1.4385579824447632,-0.03576072821846554,-0.03706111833550063,-0.001523063533507396
r3_s72000_l9,3,72000,9,A,0.3111979166666667,0.2981770833333333,-0.0130208333333333,-0.0130208333333333,False,False,1.4385579824447632,1.4385579824447632,-0.04379018023610115,-0.07685989886522293,242.8475799560547,239.48692321777344,0.002522252034395933,0.002426736056804657,0.5708712613784135,0.5407455570004335,0.293888166449935,0.2800173385348938,0.06788511749347259,0.07288946910356832,-0.01302083333333337,-0.03306971862912178,-0.013935188545182987,-9.551597759127617e-05,1.4385579824447632,-0.03012570437798001,-0.013870827915041184,0.005004351610095728
r5_s14000_l1,5,14000,1,A,0.4190538194444444,0.4202835648148148,0.0012297453703704,0.0012297453703704,True,True,1.3462117910385132,1.3462117910385132,-0.07867208868265152,-0.24776898324489594,260.0692138671875,264.7861022949219,0.0031564508099108934,0.0029302928596735,0.6571798188874515,0.6472617507546357,0.43848167539267013,0.4397905759162304,0.15971316818774445,0.17209908735332463,0.0012297453703704053,-0.16909689456224442,0.017974536134851254,-0.00022615795023739338,1.3462117910385132,-0.009918068132815816,0.0013089005235602524,0.012385919165580184
r5_s14000_l2,5,14000,2,A,0.4055989583333333,0.3995949074074074,-0.0060040509259259,-0.0060040509259259,False,False,1.3462117910385132,1.3462117910385132,-0.13523779809474945,-0.23919609189033508,249.11248779296875,245.7488250732422,0.0029668735805898905,0.0030073015950620174,0.6565329883570504,0.6228978007761966,0.4181937172774869,0.41492146596858637,0.14015645371577576,0.15927857453281183,-0.00600405092592593,-0.10395829379558563,-0.013594574625293794,4.042801447212696e-05,1.3462117910385132,-0.03363518758085382,-0.00327225130890052,0.01912212081703607
r5_s14000_l3,5,14000,3,A,0.3797743055555556,0.3708043981481481,-0.0089699074074074,-0.0089699074074074,False,False,1.3462117910385132,1.3462117910385132,-0.17180930078029633,-0.21079705655574799,223.68873596191406,231.86038208007812,0.0029814105946570635,0.003001687116920948,0.6261319534282018,0.6032772746873653,0.38089005235602097,0.3699825479930192,0.1303780964797914,0.1373315949587136,-0.008969907407407496,-0.03898775577545166,0.03587987522568705,2.0276522263884544e-05,1.3462117910385132,-0.022854678740836576,-0.010907504363001752,0.00695349847892221
r5_s14000_l4,5,14000,4,A,0.4314236111111111,0.3991608796296296,-0.0322627314814814,-0.0322627314814814,False,False,1.3462117910385132,1.3462117910385132,-0.23244625329971313,-0.15507128834724426,260.9914855957031,279.3651428222656,0.0029458622448146343,0.0028005109634250402,0.6675291073738681,0.6235446313065977,0.4587696335078534,0.39528795811518325,0.16623207301173404,0.17687961755758366,-0.03226273148148151,0.07737496495246887,0.06803189723067606,-0.00014535128138959408,1.3462117910385132,-0.043984476067270406,-0.06348167539267013,0.010647544545849624
r5_s14000_l8,5,14000,8,A,0.3092447916666667,0.2949942129629629,-0.0142505787037037,-0.0142505787037037,False,False,1.3462117910385132,1.3462117910385132,-0.06547334790229797,-0.044065624475479126,209.38279724121094,212.9095001220703,0.0026808888651430607,0.002548990771174431,0.5685640362225097,0.55627425614489,0.2912303664921466,0.26767015706806285,0.06584093872229466,0.058887440243372446,-0.014250578703703776,0.021407723426818848,0.016703050924505143,-0.00013189809396862984,1.3462117910385132,-0.012289780077619716,-0.023560209424083767,-0.00695349847892221
r5_s143000_l1,5,143000,1,A,0.4813368055555556,0.4816984953703703,0.0003616898148147,0.0003616898148147,True,True,1.4460245370864868,1.4460245370864868,-0.1857808381319046,-0.32911965250968933,660.2321166992188,785.2787475585938,0.0018297748174518347,0.001448776456527412,0.6944444444444444,0.6808785529715762,0.5038860103626943,0.5261226252158895,0.2407651715039578,0.23306948109058928,0.00036168981481471407,-0.14333881437778473,0.17344728202348114,-0.00038099836092442274,1.4460245370864868,-0.013565891472868241,0.02223661485319517,-0.007695690413368511
