target_id,run_id,step,progress,layer,selected_beta,match_class,target_kl,target_nll_damage,achieved_kl,achieved_nll_damage,relative_kl_error,relative_nll_error
r6_s143000_l8,6,143000,1.0,8,0.38447851062,A,0.4219082163439856,0.4686655733320448,0.43442914883295697,0.45055275493197966,0.029676910768509996,0.03864764008854077
r6_s143000_l9,6,143000,1.0,9,0.437510816892,A,0.42085370421409607,0.4493070708380806,0.43843651921660814,0.4370199839274087,0.04177892418769254,0.02734674726512928
r6_s143000_l10,6,143000,1.0,10,0.781152949375,B,1.0211710002687242,1.1513046953413224,1.0805972218513489,1.0787041717105441,0.058194192321294164,0.06305934816776862
r8_s14000_l1,8,14000,0.0979020979020979,1,0.519550141886,A,0.4072243273258209,0.39173073238796635,0.39242012633217704,0.40379454471446863,0.03635392092320324,0.030796185565863637
r8_s14000_l2,8,14000,0.0979020979020979,2,0.571806043153,A,0.5077182418770261,0.5116835700141059,0.4946838076467867,0.5237517180266202,0.025672574186079277,0.023585177871077723
r8_s14000_l3,8,14000,0.0979020979020979,3,0.579343541264,B,0.5229583117696973,0.4941637251112196,0.4743506400673478,0.5357597757268833,0.09294750768520656,0.08417463383460136
r8_s14000_l4,8,14000,0.0979020979020979,4,0.725651411301,A,1.222296569082472,1.2176927460564504,1.1892908657038654,1.2495548813431352,0.02700302382698797,0.026165989236484746
r8_s14000_l5,8,14000,0.0979020979020979,5,0.325644800604,B,0.2210980537864897,0.2745188872019451,0.23745504683918423,0.251486451537521,0.07398071928944339,0.08390109656606896
r8_s14000_l6,8,14000,0.0979020979020979,6,0.305544805642,A,0.18686280316776702,0.21310692363315184,0.19489291696636765,0.20365989649737326,0.04297331337445558,0.044329986913032554
r8_s14000_l7,8,14000,0.0979020979020979,7,0.37945351188,C,0.23135618534353042,0.3031896485222713,0.2573973862109361,0.25978991720411493,0.11255891355844115,0.14314384257358723
r8_s14000_l8,8,14000,0.0979020979020979,8,0.502329215011,C,0.3236706985367669,0.44642938507927754,0.36819448404841953,0.3642150472711636,0.1375589007988546,0.18415978104427433
r8_s14000_l9,8,14000,0.0979020979020979,9,0.357207586265,A,0.20558327767584061,0.18868380122714568,0.1974307828479343,0.1956568823920355,0.039655437543521105,0.0369564378049516
r8_s14000_l10,8,14000,0.0979020979020979,10,0.454731743766,B,0.28832231627570254,0.31545103920830614,0.3023692744749564,0.29851383633083817,0.0487196356516954,0.053692018006730687
r8_s72000_l1,8,72000,0.5034965034965035,1,0.634845079338,A,0.741052296426561,0.7441590627034506,0.7414200990288345,0.7436745431688099,0.0004963247587877765,0.0006510967331094816
r8_s72000_l2,8,72000,0.5034965034965035,2,0.625388202502,A,0.6622003846698337,0.6189210679796009,0.6389913294050429,0.6442898997554076,0.03504838686605041,0.04098879984580179
r8_s72000_l3,8,72000,0.5034965034965035,3,0.654028652506,B,0.6975903709729513,0.6404398547278509,0.6396534310446845,0.6829981450681331,0.08305295247607451,0.06645165822526838
r8_s72000_l4,8,72000,0.5034965034965035,4,0.64219929309,A,1.43933990266588,1.4285152753194172,1.4134721093707614,1.4516143798828125,0.017971983717806644,0.016170008793370518
r8_s72000_l5,8,72000,0.5034965034965035,5,0.300293254974,A,0.297220915555954,0.319316969977485,0.3073417025583762,0.30684732507776324,0.03405139568814373,0.0390509934394089
r8_s72000_l6,8,72000,0.5034965034965035,6,0.318473871211,B,0.32367729478412205,0.3561698860592311,0.33999580586398087,0.3361460721051248,0.050415989452371406,0.05621983985114371
r8_s72000_l7,8,72000,0.5034965034965035,7,0.358167275628,A,0.3421697583463457,0.3360793325636123,0.3485967991528688,0.3310862205646652,0.01878319357492372,0.014856944522130487
